Numéro,Nom,Catégorie,Sous-catégorie,Origine,Volume,Prix,Inventaire,Inventaire (quantité en ml),Inventaire (cents),Inventaire ($)
300699,Molson Canadian,Beer,Lager,"Canada, Ontario",2838,13.5,53212,151015656,71836200,"718 362,00 $"
300681,Coors Light,Beer,Lager,"Canada, Ontario",2838,13.5,51062,144913956,68933700,"689 337,00 $"
311787,Budweiser,Beer,Lager,"Canada, Ontario",2838,13.75,49805,141346590,64995525,"649 955,25 $"
696161,Busch,Beer,Lager,"Canada, Ontario",2838,11.95,37987,107807106,43115245,"431 152,45 $"
696468,Labatt Blue,Beer,Lager,"Canada, Ontario",473,2.0,213308,100894684,42661600,"426 616,00 $"
586610,Old Milwaukee,Beer,Lager,"Canada, Ontario",2838,11.5,29691,84263058,34144650,"341 446,50 $"
186510,Corona Extra,Beer,Lager,"Mexico, Region Not Specified",1980,13.75,41001,81181980,56376375,"563 763,75 $"
311779,Bud Light,Beer,Lager,"Canada, Ontario",2838,13.5,25820,73277160,34857000,"348 570,00 $"
586677,Old Milwaukee Ice,Beer,Lager,"Canada, Ontario",2838,11.5,22856,64865328,26284400,"262 844,00 $"
18,Heineken,Beer,Lager,"Netherlands, Region Not Specified",1980,13.75,31646,62659080,43513250,"435 132,50 $"
254946,Dab Original,Beer,Lager,"Germany, Region Not Specified",500,2.0,115619,57809500,23123800,"231 238,00 $"
905976,Budweiser,Beer,Lager,"Canada, Ontario",473,2.4,113701,53780573,27288240,"272 882,40 $"
321794,Smirnoff Ice,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",7920,53.95,6602,52287840,32316790,"323 167,90 $"
38265,Carling Lager,Beer,Lager,"Canada, Ontario",473,2.0,109264,51681872,21852800,"218 528,00 $"
302810,Heineken,Beer,Lager,"Netherlands, Region Not Specified",3000,15.0,17120,51360000,25680000,"256 800,00 $"
904409,Molson Canadian,Beer,Lager,"Canada, Ontario",473,2.4,108543,51340839,26050320,"260 503,20 $"
560532,Strongbow Cider,Ciders,Cider,"United Kingdom, Region Not Specified",500,3.0,102388,51194000,30716400,"307 164,00 $"
906669,Coors Light,Beer,Lager,"Canada, Ontario",473,2.4,107263,50735399,25743120,"257 431,20 $"
279307,Somersby Apple Cider,Ciders,Cider,"Denmark, Region Not Specified",500,3.05,93213,46606500,28429965,"284 299,65 $"
211227,Palm Bay Ruby Grapefruit Sunrise Spritz,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",2130,11.95,21522,45841860,23566590,"235 665,90 $"
142620,Laker Ice,Beer,Lager,"Canada, Ontario",473,1.9,96886,45827078,18408340,"184 083,40 $"
321786,Smirnoff Ice,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",1320,9.94,34485,45520200,34278090,"342 780,90 $"
225904,Palm Bay Key Lime Cherry 6 Pk-C,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",2130,11.95,21295,45358350,25447525,"254 475,25 $"
331348,Somersby Blackberry Cider,Ciders,Cider,"Denmark, Region Not Specified",500,3.05,87140,43570000,26577700,"265 777,00 $"
535294,Grolsch Premium Lager,Beer,Lager,"Netherlands, Region Not Specified",500,2.29,86125,43062500,19722625,"197 226,25 $"
693093,Miller Genuine Draft,Beer,Lager,"USA, Wisconsin",2130,12.5,19969,42533970,24961250,"249 612,50 $"
337949,Heineken,Beer,Lager,"Netherlands, Region Not Specified",500,2.7,84464,42232000,22805280,"228 052,80 $"
906560,Coors Light,Beer,Lager,"Canada, Ontario",2046,11.75,20440,41820240,24017000,"240 170,00 $"
900480,Labatt Blue,Beer,Lager,"Canada, Ontario",8184,32.95,5044,41280096,16619980,"166 199,80 $"
695635,Carling,Beer,Lager,"Canada, Ontario",8184,32.95,5044,41280096,16619980,"166 199,80 $"
906586,Coors Light,Beer,Lager,"Canada, Ontario",8184,34.95,4937,40404408,17254815,"172 548,15 $"
487256,Stella Artois,Beer,Lager,"Belgium, Region Not Specified",1980,13.75,20391,40374180,25998525,"259 985,25 $"
906644,Coors Light,Beer,Lager,"Canada, Ontario",8520,43.95,4724,40248480,20761980,"207 619,80 $"
367938,Stella Artois,Beer,Lager,"Belgium, Region Not Specified",3000,15.0,13280,39840000,19920000,"199 200,00 $"
397638,Lowenbrau Original,Beer,Lager,"Canada, Ontario",473,2.0,78684,37217532,15736800,"157 368,00 $"
334052,Stiegl Grapefruit Radler,Beer,Lager,"Austria, Region Not Specified",500,2.7,74242,37121000,20045340,"200 453,40 $"
211235,Palm Bay Strawberry-Pineapple,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",2130,11.95,17251,36744630,20614945,"206 149,45 $"
487264,Stella Artois,Beer,Lager,"Belgium, Region Not Specified",500,2.7,72009,36004500,19442430,"194 424,30 $"
406819,Palm Bay Dragonfruit Watermelon Breeze,Ready-to-Drink/Coolers,Coolers,"Canada, Ontario",2130,11.95,16891,35977830,20184745,"201 847,45 $"
900779,Molson Canadian,Beer,Lager,"Canada, Ontario",8184,34.95,4392,35944128,15350040,"153 500,40 $"
321760,Smirnoff Ice,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",1000,6.95,34786,34786000,24176270,"241 762,70 $"
211219,Palm Bay Pineapple-Mandarin-Orange Spritz,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",2130,11.95,16318,34757340,19500010,"195 000,10 $"
140509,James Ready 5.5.,Beer,Lager,"Canada, New Brunswick",2838,11.95,11855,33644490,14166725,"141 667,25 $"
698993,Molson Canadian Cold Shots 6.0.,Beer,Lager,"Canada, Ontario",1000,5.5,33527,33527000,18439850,"184 398,50 $"
907147,Alexander Keith's India Pale Ale,Beer,Ale,"Canada, Nova Scotia",473,2.45,70093,33153989,17172785,"171 727,85 $"
569418,Mott's Clamato Caesar Original,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",1420,10.75,23176,32909920,24914200,"249 142,00 $"
334821,Smirnoff Ice 6 Pk-C,Ready-to-Drink/Coolers,Coolers,"USA, Region Not Specified",2130,12.95,15436,32878680,18446020,"184 460,20 $"
676429,Bavaria of Holland,Beer,Lager,"Netherlands, Region Not Specified",3000,12.0,10083,30249000,12099600,"120 996,00 $"
900621,Molson Canadian,Beer,Lager,"Canada, Ontario",2046,11.75,14672,30018912,17239600,"172 396,00 $"
902619,Budweiser,Beer,Lager,"Canada, Ontario",2046,11.75,14655,29984130,17219625,"172 196,25 $"
908616,Bud Light,Beer,Lager,"Canada, Ontario",8184,36.95,3600,29462400,13302000,"133 020,00 $"
589051,French Cross Dry White,Wine,White Wine,"Canada, Region Not Specified",4000,34.95,7249,28996000,25335255,"253 352,55 $"
921478,Pabst Blue Ribbon,Beer,Lager,"Canada, Ontario",2130,9.94,13599,28965870,12837456,"128 374,56 $"
177717,Carling Ice,Beer,Lager,"Canada, Ontario",473,2.0,59550,28167150,11910000,"119 100,00 $"
906628,Coors Light,Beer,Lager,"Canada, Ontario",2130,12.5,12991,27670830,14939650,"149 396,50 $"
169334,Beau's Lug Tread Lagered Ale,Beer,Hybrid,"Canada, Ontario",2400,16.35,11491,27578400,18787785,"187 877,85 $"
370791,Palm Bay Ocean Peach Pomelo,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",2130,11.95,12932,27545160,15453740,"154 537,40 $"
613497,Moosehead,Beer,Lager,"Canada, New Brunswick",473,2.45,56991,26956743,13962795,"139 627,95 $"
589069,French Cross Red Bag in Box,Wine,Red Wine,"Canada, Region Not Specified",4000,32.95,6642,26568000,20556990,"205 569,90 $"
321778,Smirnoff Ice,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",3960,27.95,6707,26559720,18746065,"187 460,65 $"
696138,Busch,Beer,Lager,"Canada, Ontario",8184,32.95,3125,25575000,10296875,"102 968,75 $"
148007,Czechvar Premium Lager,Beer,Lager,"Czech Republic, Region Not Specified",500,2.45,51125,25562500,12525625,"125 256,25 $"
616920,Bud Light,Beer,Lager,"Canada, Ontario",5325,28.5,4758,25336350,13560300,"135 603,00 $"
211185,Rockstar Original,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",473,3.45,53288,25205224,18384360,"183 843,60 $"
322362,Beck's,Beer,Lager,"Germany, Region Not Specified",500,2.65,50192,25096000,12046080,"120 460,80 $"
1107,Bud Light,Beer,Lager,"Canada, Ontario",473,2.4,50964,24105972,12231360,"122 313,60 $"
285015,Rolling Rock Extra Pale,Beer,Lager,"Canada, Ontario",473,2.45,50928,24088944,12477360,"124 773,60 $"
84210,Mill Street Original Organic Lager,Beer,Lager,"Canada, Ontario",2046,13.95,11407,23338722,15912765,"159 127,65 $"
407411,Palm Bay Tropical Iced Tea Mango Lemon Oasis,Ready-to-Drink/Coolers,Coolers,"Canada, Ontario",1420,9.94,16370,23245400,14634780,"146 347,80 $"
247346,Coors Light,Beer,Lager,"Canada, Ontario",5325,25.95,4331,23062575,11238945,"112 389,45 $"
905844,Molson Canadian,Beer,Lager,"Canada, Ontario",8520,43.95,2684,22867680,11796180,"117 961,80 $"
272773,Black Fly Long Island Iced Tea,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",1600,10.95,14183,22692800,15530385,"155 303,85 $"
407429,Palm Bay Tropical Ice T Pineapple Peach Wave,Ready-to-Drink/Coolers,Coolers,"Canada, Ontario",1420,9.94,15861,22522620,14179734,"141 797,34 $"
554469,Guinness Draught,Beer,Ale,"Ireland, Region Not Specified",3520,21.95,6388,22485760,14021660,"140 216,60 $"
407742,Smirnoff Ice Watermelon Mimosa,Ready-to-Drink/Coolers,Coolers,"Canada, Ontario",1320,9.94,16842,22231440,15056748,"150 567,48 $"
374660,Somersby Variety Pack,Ciders,Cider,"Denmark, Region Not Specified",4000,23.95,5557,22228000,13309015,"133 090,15 $"
569400,Mott's Clamato Caesar Extra Spicy,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",1420,10.75,15497,22005740,16659275,"166 592,75 $"
902635,Budweiser,Beer,Lager,"Canada, Ontario",8184,36.95,2652,21703968,9799140,"97 991,40 $"
908640,Bud Light,Beer,Lager,"Canada, Ontario",8520,39.95,2544,21674880,10163280,"101 632,80 $"
74591,Tuborg Gold,Beer,Lager,"Turkey, Region Not Specified",500,2.29,43300,21650000,9915700,"99 157,00 $"
217950,Crown Royal,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",1140,40.65,18784,21413760,71660960,"716 609,60 $"
612713,Black Fly Vodka Cranberry,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",1600,10.95,13268,21228800,14528460,"145 284,60 $"
306944,Shock Top,Beer,Ale,"Canada, Ontario",473,2.54,44399,21000727,11277346,"112 773,46 $"
696146,Busch,Beer,Lager,"Canada, Ontario",2130,9.94,9855,20991150,9795870,"97 958,70 $"
413906,Mike's Hard Ice Tea & Lemonade,Ready-to-Drink/Coolers,Coolers,"Canada, Ontario",2130,13.95,9663,20582190,13479885,"134 798,85 $"
37861,Pabst Blue Ribbon,Beer,Lager,"Canada, Ontario",473,2.0,43481,20566513,8696200,"86 962,00 $"
417279,Dragon Stout,Beer,Ale,"Jamaica, Region Not Specified",1800,11.95,11412,20541600,13637340,"136 373,40 $"
209221,Absolut Vodka,Spirits,Vodka,"Sweden, Region Not Specified",1140,39.75,17873,20375220,71045175,"710 451,75 $"
38505,Smirnoff Vodka,Spirits,Vodka,"Canada, Region Not Specified",1750,58.15,11618,20331500,67558670,"675 586,70 $"
6445,Creemore Springs Premium Lager,Beer,Lager,"Canada, Ontario",473,2.9,42677,20186221,12376330,"123 763,30 $"
31757,Smirnoff Vodka,Spirits,Vodka,"USA, Region Not Specified",750,26.35,26807,20105250,67955745,"679 557,45 $"
168211,Busch,Beer,Lager,"Canada, Ontario",5325,25.5,3769,20069925,9610950,"96 109,50 $"
616938,Budweiser,Beer,Lager,"Canada, Ontario",5325,28.5,3757,20006025,10707450,"107 074,50 $"
697359,Woody's Mexican Lime,Ready-to-Drink/Coolers,Coolers,"United Kingdom, England",1320,9.94,15137,19980840,13532478,"135 324,78 $"
91157,Steam Whistle Premium Pilsner,Beer,Lager,"Canada, Ontario",500,2.95,39877,19938500,11763715,"117 637,15 $"
279877,Busch Ice,Beer,Lager,"Canada, Ontario",2838,11.5,7002,19871676,8052300,"80 523,00 $"
627257,Mott's Clamato Caesar Original,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",4260,31.3,4638,19757880,14516940,"145 169,40 $"
904276,Labatt Blue Light,Beer,Lager,"Canada, Ontario",8184,32.95,2402,19657968,7914590,"79 145,90 $"
615187,Carling Lager,Beer,Lager,"Canada, Ontario",8520,36.95,2288,19493760,8454160,"84 541,60 $"
296244,Guinness Draught,Beer,Ale,"Ireland, Region Not Specified",1760,11.75,11057,19460320,11886275,"118 862,75 $"
611392,Mott's Clamato Caesar Extra Spicy,Ready-to-Drink/Coolers,Coolers,"USA, Region Not Specified",2046,15.45,9505,19447230,13497100,"134 971,00 $"
280644,Carlo Rossi California Red,Wine,Red Wine,"USA, Region Not Specified",3000,25.95,6453,19359000,16745535,"167 455,35 $"
407437,Black Fly Vodka Grapefruit,Ready-to-Drink/Coolers,Coolers,"Canada, Ontario",1600,10.95,12085,19336000,13233075,"132 330,75 $"
16907,Rickard's Red,Beer,Ale,"Canada, Ontario",473,2.45,40641,19223193,9144225,"91 442,25 $"
