Numéro,Nom,Catégorie,Sous-catégorie,Origine,Volume,Prix,Inventaire,Inventaire (quantité en ml),Inventaire (cents),Inventaire ($)
579425,Kahlua Coffee Liqueur,Spirits,Liqueur/Liquor,"Mexico, Region Not Specified",50,1.95,657,32850,128115,"1 281,15 $"
359687,Budweiser Crown,Beer,Lager,"Canada, Ontario",4092,22.5,8,32736,18000,"180,00 $"
162990,Josef Chromy Pepik Pinot Noir 2012,Wine,Red Wine,"Australia, Tasmania",750,22.95,43,32250,98685,"986,85 $"
373316,Vieni Estates Riesling Sparkling Wine 2012,Wine,Sparkling Wine,"Canada, Ontario",750,19.95,43,32250,85785,"857,85 $"
403105,Jean Biecher & Fils Reserve Riesling 2012,Wine,White Wine,"France, Alsace",750,14.95,43,32250,64285,"642,85 $"
383844,Treveri Extra Brut Blanc de Blancs Sparkling Wine,Wine,Sparkling Wine,"USA, Washington",750,16.25,43,32250,69875,"698,75 $"
396283,Michael David Chardonnay 2013,Wine,White Wine,"USA, California",750,22.95,43,32250,98685,"986,85 $"
366930,Castro Ventosa El Castro de Valtuille 2010,Wine,Red Wine,"Spain, Bierzo",750,27.95,43,32250,120185,"1 201,85 $"
377754,Vieil Armand Médaille Riesling 2010,Wine,White Wine,"France, Alsace",750,15.95,43,32250,68585,"685,85 $"
397166,Baron de Ley Varietales Graciano 2010,Wine,Red Wine,"Spain, Rioja",750,21.95,43,32250,94385,"943,85 $"
260406,Ravine Sand & Gravel Redcoat Red VQA,Wine,Red Wine,"Canada, Ontario",750,13.95,43,32250,59985,"599,85 $"
357640,Ziraldo Riesling 2012,Wine,White Wine,"Canada, Ontario",750,14.75,43,32250,63425,"634,25 $"
230565,Cono Sur Chardonnay Organic,Wine,White Wine,"Chile, Region Not Specified",750,12.95,43,32250,55685,"556,85 $"
181859,E. Guigal Ex-Voto Ermitage Blanc 2007,Wine,White Wine,"France, Rhône",750,156.0,43,32250,670800,"6 708,00 $"
393686,Nugan Estate Alcira Vineyard Cabernet Sauvignon 2010,Wine,Red Wine,"Australia, South Australia",750,24.95,43,32250,107285,"1 072,85 $"
355859,Southbrook Vineyards Poetica Red 2010,Wine,Red Wine,"Canada, Ontario",750,55.0,43,32250,236500,"2 365,00 $"
997742,Rust en Vrede Estate 2011,Wine,Red Wine,"South Africa, Stellenbosch",750,45.0,43,32250,193500,"1 935,00 $"
387472,Château La Tour L'Aspic 2009,Wine,Red Wine,"France, Bordeaux",750,44.95,43,32250,193285,"1 932,85 $"
411728,Benriach 25 Year Old Single Malt Scotch,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",700,348.9,46,32200,1604940,"16 049,40 $"
376434,Amager Bryghus Extra Strong Imperial Stout,Beer,Ale,"Denmark, Region Not Specified",500,5.95,64,32000,38080,"380,80 $"
302745,Peroni Nastro Azzurro,Beer,Lager,"Italy, Region Not Specified",3960,25.95,8,31680,20760,"207,60 $"
373191,Sawmill Creek Merlot,Wine,Red Wine,"Canada, Region Not Specified",1500,12.9,21,31500,27090,"270,90 $"
601344,Chivas Regal 12 Year Old With Glasses Gift Pack,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,57.95,42,31500,243390,"2 433,90 $"
309690,Elephant Hill Reserve Syrah 2009,Wine,Red Wine,"New Zealand, Hawkes Bay",750,45.0,42,31500,189000,"1 890,00 $"
60574,Wooing Tree Pinot Noir 2010,Wine,Red Wine,"New Zealand, Central Otago",750,53.0,42,31500,222600,"2 226,00 $"
403899,Cenyth 2009,Wine,Red Wine,"USA, California",750,69.0,42,31500,289800,"2 898,00 $"
299149,Château Dassault 2011,Wine,Red Wine,"France, Bordeaux",750,49.85,42,31500,209370,"2 093,70 $"
904532,Freemark Abbey Cabernet Sauvignon,Wine,Red Wine,"USA, California",750,42.95,42,31500,180390,"1 803,90 $"
348128,Chilensis Lazuli 2011,Wine,Red Wine,"Chile, Maule Valley",750,14.75,42,31500,61950,"619,50 $"
358598,Sloane's Premium Dry Gin,Spirits,Gin,"Netherlands, Region Not Specified",750,29.95,42,31500,125790,"1 257,90 $"
300137,Château Smith Haut Lafitte Blanc 2011,Wine,White Wine,"France, Bordeaux",750,129.85,42,31500,545370,"5 453,70 $"
232751,Norman Hardie Cuvée L Unfiltered Chardonnay,Wine,White Wine,"Canada, Ontario",750,69.0,42,31500,289800,"2 898,00 $"
292722,Domaine de Vieux Télégraphe Télégramme Châteauneuf-Du-Pape 2012,Wine,Red Wine,"France, Rhône",750,49.95,42,31500,209790,"2 097,90 $"
383679,Jean-Marc Pillot Chassagne-Montrachet Les Baudines 1Er Cru 2011,Wine,White Wine,"France, Burgundy",750,112.0,42,31500,470400,"4 704,00 $"
346841,Jackson-Triggs Vidal,Wine,White Wine,"Canada, Ontario",750,7.2,42,31500,30240,"302,40 $"
208363,Amaro Averna,Spirits,Liqueur/Liquor,"Italy, Region Not Specified",750,24.25,42,31500,101850,"1 018,50 $"
133611,Château Palmer 2008,Wine,Red Wine,"France, Bordeaux",750,229.0,42,31500,961800,"9 618,00 $"
385518,Railway City Brewing Co - Holiday Gift Pack,Beer,Gift and Sampler Packs,"Canada, Ontario",1419,13.65,22,31218,30030,"300,30 $"
190801,Beronia Viura,Wine,White Wine,"Spain, Rioja",750,14.95,41,30750,61295,"612,95 $"
105577,Quinta de Ventozelo Vintage Port 2004,Wine,Fortified Wines,"Portugal, Douro",750,37.75,41,30750,154775,"1 547,75 $"
371625,Livia Feteasca Regala 2012,Wine,White Wine,"Romania, Moldova",750,11.75,41,30750,48175,"481,75 $"
400689,Dalva 20-Year-Old Tawny Port,Wine,Fortified Wines,"Portugal, Douro",750,46.95,41,30750,192495,"1 924,95 $"
407957,Avennia Sestina 2012,Wine,Red Wine,"USA, Washington",750,80.0,41,30750,328000,"3 280,00 $"
273334,Bachelder Oregon Chardonnay 2011,Wine,White Wine,"USA, Oregon",750,29.95,41,30750,122795,"1 227,95 $"
200501,Konzelmann Riesling VQA,Wine,White Wine,"Canada, Ontario",750,9.6,41,30750,39360,"393,60 $"
281758,Frei Brothers Reserve Zinfandel 2012,Wine,Red Wine,"USA, California",750,24.95,41,30750,102295,"1 022,95 $"
262022,Foxglove Chardonnay 2012,Wine,White Wine,"USA, California",750,19.95,41,30750,81795,"817,95 $"
279810,Paso Creek Zinfandel 2012,Wine,Red Wine,"USA, California",750,19.95,41,30750,81795,"817,95 $"
83378,Cono Sur Ocio Pinot Noir 2012,Wine,Red Wine,"Chile, Casablanca Valley",750,70.0,41,30750,287000,"2 870,00 $"
402370,Westmalle Dubbel,Beer,Ale,"Belgium, Region Not Specified",330,3.5,93,30690,32550,"325,50 $"
406199,Forked River Weendigo Russian Imperial Stout,Beer,Ale,"Canada, Ontario",500,8.94,61,30500,54534,"545,34 $"
400572,French Press Vanilla Stout,Beer,Ale,"Canada, Ontario",473,2.95,64,30272,18880,"188,80 $"
319681,Hayman's 1850 Reserve Gin,Spirits,Gin,"United Kingdom, Region Not Specified",700,44.95,43,30100,193285,"1 932,85 $"
384297,Alma Negra M Blend 2011,Wine,Red Wine,"Argentina, Mendoza",750,19.95,40,30000,79800,"798,00 $"
237263,Corte Pavone Brunello Di Montalcino 2008,Wine,Red Wine,"Italy, Tuscany",750,49.95,40,30000,199800,"1 998,00 $"
392738,Domaine Queylus Tradition Pinot Noir 2011,Wine,Red Wine,"Canada, Ontario",750,29.95,40,30000,119800,"1 198,00 $"
259135,Château Destieux 2010,Wine,Red Wine,"France, Bordeaux",750,71.84,40,30000,287360,"2 873,60 $"
393058,Anselmo Mendes Contacto Alvarinho 2013,Wine,White Wine,"Portugal, Vinho Verde",750,19.95,40,30000,79800,"798,00 $"
251967,Quinta Do Noval Vintage Port 2003,Wine,Fortified Wines,"Portugal, Douro",750,163.0,40,30000,652000,"6 520,00 $"
199349,Pintia 2008,Wine,Red Wine,"Spain, Toro",750,67.95,40,30000,271800,"2 718,00 $"
347963,Santa Carolina Reserva Duo Gift Pack,Wine,Gift and Sampler Packs,"Chile, Region Not Specified",1500,24.95,20,30000,49900,"499,00 $"
745349,Domaine Jacky Marteau Sauvignon Touraine 2013,Wine,White Wine,"France, Loire",750,13.95,40,30000,55800,"558,00 $"
197202,Warre's Warrior Finest Reserve Port,Wine,Fortified Wines,"Portugal, Douro",750,16.95,40,30000,67800,"678,00 $"
395632,Colby Red Blend,Wine,Red Wine,"USA, California",750,9.94,40,30000,39760,"397,60 $"
399907,San Vincenti Chianti Classico 2011,Wine,Red Wine,"Italy, Tuscany",750,19.95,40,30000,79800,"798,00 $"
365940,Red Rooster Gewürztraminer 2012,Wine,White Wine,"Canada, British Columbia",750,12.75,40,30000,51000,"510,00 $"
363366,Raymond Blending Kit 2012,Wine,Red Wine,"USA, California",3000,199.65,10,30000,199650,"1 996,50 $"
387332,J.L. Chave Selection Silène Crozes-Hermitage 2012,Wine,Red Wine,"France, Rhône",750,33.0,40,30000,132000,"1 320,00 $"
193003,Château La Fleur de Gay 2009,Wine,Red Wine,"France, Bordeaux",750,134.85,40,30000,539400,"5 394,00 $"
276162,Castaño Solanera Viñas Viejas 2012,Wine,Red Wine,"Spain, Yecla",750,16.95,40,30000,67800,"678,00 $"
189142,Domaine de Vaugondy Dry Vouvray 2012,Wine,White Wine,"France, Loire",750,16.95,40,30000,67800,"678,00 $"
257303,Cattail Creek Pinot Noir 2010,Wine,Red Wine,"Canada, Ontario",750,14.75,40,30000,59000,"590,00 $"
394213,Great Lakes Karma Citra IPA,Beer,Ale,"Canada, Ontario",650,5.95,46,29900,27370,"273,70 $"
696658,Samuel Smith's Selection,Beer,Gift and Sampler Packs,"United Kingdom, England",1650,17.95,18,29700,32310,"323,10 $"
431924,Palm Bay Tropical Iced Tea Peach M / M,Spirits,,"Canada, Ontario",355,2.5,83,29465,20750,"207,50 $"
383604,Castello Monterinaldi Chianti Classico 2010,Wine,Red Wine,"Italy, Tuscany",750,19.95,39,29250,77805,"778,05 $"
383026,Antico Colle Vino Nobile Di Montepulciano 2010,Wine,Red Wine,"Italy, Tuscany",750,26.95,39,29250,105105,"1 051,05 $"
257626,Château Grand Corbin-Despagne 2010,Wine,Red Wine,"France, Bordeaux",750,46.85,39,29250,182715,"1 827,15 $"
344838,Manjar de Silos 2006,Wine,Red Wine,"Spain, Ribera del Duero",750,51.0,39,29250,198900,"1 989,00 $"
902809,San Felice Poggio Rosso Riserva Chianti Classico 2010,Wine,Red Wine,"Italy, Tuscany",750,58.0,39,29250,226200,"2 262,00 $"
318469,Sotol Hacienda de Chihuahua Plata,Spirits,Tequila,"Mexico, Region Not Specified",750,43.7,39,29250,170430,"1 704,30 $"
352914,Terre del Principe Centomoggia Casavecchia 2010,Wine,Red Wine,"Italy, Campania",750,37.75,39,29250,147225,"1 472,25 $"
278226,Lighthall Chardonnay 2009,Wine,White Wine,"Canada, Ontario",750,25.0,39,29250,97500,"975,00 $"
683664,Castello Romitorio Riserva Brunello Di Montalcino 2007,Wine,Red Wine,"Italy, Tuscany",750,145.0,39,29250,565500,"5 655,00 $"
167494,Marcarini Brunate Barolo 2009,Wine,Red Wine,"Italy, Piedmont",750,70.0,39,29250,273000,"2 730,00 $"
391268,William Fèvre Côtes Bougerots Chablis Grand Cru 2012,Wine,White Wine,"France, Burgundy",750,110.0,39,29250,429000,"4 290,00 $"
985549,E. Guigal La Landonne Côte-Rôtie 2008,Wine,Red Wine,"France, Rhône",750,295.0,39,29250,1150500,"11 505,00 $"
266882,Lua Cheia Em Vinhas Velhas 2012,Wine,Red Wine,"Portugal, Douro",750,14.95,39,29250,58305,"583,05 $"
996793,Vineland Estates Chardonnay Musqué 2012,Wine,White Wine,"Canada, Ontario",750,14.75,39,29250,57525,"575,25 $"
407676,Fel Chardonnay 2012,Wine,White Wine,"USA, California",750,39.95,39,29250,155805,"1 558,05 $"
371344,Zilliken Saarburg Rausch Riesling Kabinett 2011,Wine,White Wine,"Germany, Mosel",750,32.95,39,29250,128505,"1 285,05 $"
254284,Château Lanessan 2010,Wine,Red Wine,"France, Bordeaux",750,27.85,39,29250,108615,"1 086,15 $"
186882,Shea Wine Cellars Estate Pinot Noir 2011,Wine,Red Wine,"USA, Oregon",750,58.95,39,29250,229905,"2 299,05 $"
197228,Château Lafon-Rochet 2009,Wine,Red Wine,"France, Bordeaux",750,82.85,39,29250,323115,"3 231,15 $"
332932,Wychwood Forest Fruits,Beer,Ale,"United Kingdom, England",500,2.29,58,29000,13282,"132,82 $"
275222,Pillitteri Sauvignon Blanc Icewine 2009,Wine,Icewine,"Canada, Ontario",200,34.95,144,28800,503280,"5 032,80 $"
279349,Innis & Gunn Irish Whiskey Cask,Beer,Ale,"United Kingdom, Scotland",330,3.5,87,28710,30450,"304,50 $"
371948,Mikkeller Monk's Brew,Beer,Ale,"Denmark, Region Not Specified",330,3.8,87,28710,33060,"330,60 $"
374330,Domaine Du Clos Gautier Cuvée Emile 2008,Wine,Red Wine,"France, Provence",750,24.95,38,28500,94810,"948,10 $"
375493,Vinecol Organic Bonarda 2013,Wine,Red Wine,"Argentina, Mendoza",750,15.95,38,28500,60610,"606,10 $"
308858,Peter Michael Le Moulin Rouge Pinot Noir 2011,Wine,Red Wine,"USA, California",750,152.0,38,28500,577600,"5 776,00 $"
141853,Crown Royal Whisky With Bag Gift Box,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",750,29.95,38,28500,113810,"1 138,10 $"
733501,Alain Geoffroy Beauroy Chablis 1Er Cru 2012,Wine,White Wine,"France, Burgundy",750,29.95,38,28500,113810,"1 138,10 $"
285262,Bailey's Biscotti Flavour,Spirits,Liqueur/Liquor,"Ireland, Region Not Specified",750,29.95,38,28500,110010,"1 100,10 $"
378877,Vega Moragona La Duna Single Vineyard Tempranillo 2010,Wine,Red Wine,"Spain, La Mancha",750,16.95,38,28500,64410,"644,10 $"
390971,Freiherr Von Göler Pinot Noir 2011,Wine,Red Wine,"Germany, Baden",750,18.95,38,28500,72010,"720,10 $"
359315,Rockway Small Lot Reserve White Assemblage 2012,Wine,White Wine,"Canada, Ontario",750,12.75,38,28500,48450,"484,50 $"
71332,Man Skaapveld Shiraz 2013,Wine,Red Wine,"South Africa, Coastal Region",750,13.95,38,28500,53010,"530,10 $"
295709,Rabl Löss Grüner Veltliner 2013,Wine,White Wine,"Austria, Kamptal",750,14.95,38,28500,56810,"568,10 $"
360636,Sister's Run Bethlehem Block Cabernet Sauvignon 2011,Wine,Red Wine,"Australia, South Australia",750,15.95,38,28500,60610,"606,10 $"
350041,Paco & Lola Albariño 2013,Wine,White Wine,"Spain, Rias Baixas",750,18.95,38,28500,72010,"720,10 $"
104638,Renieri Regina Di Renieri 2009,Wine,Red Wine,"Italy, Tuscany",750,50.0,38,28500,190000,"1 900,00 $"
304501,Castello Di Nipozzano Vigneto Montesodi Riserva Chianti Rúfina 2010,Wine,Red Wine,"Italy, Tuscany",750,49.95,38,28500,189810,"1 898,10 $"
303230,Dunkeld Atholl Brose,Spirits,Liqueur/Liquor,"United Kingdom, Scotland",500,54.95,57,28500,313215,"3 132,15 $"
381558,Basa Blanco 2013,Wine,White Wine,"Spain, Rueda",750,17.95,38,28500,68210,"682,10 $"
383851,Morellino Di Scansano Scantianum 2012,Wine,Red Wine,"Italy, Tuscany",750,14.95,38,28500,56810,"568,10 $"
373100,Pondview Bella Terra Cabernet Sauvignon 2010,Wine,Red Wine,"Canada, Ontario",750,34.95,38,28500,132810,"1 328,10 $"
366179,Dirty Laundry Merlot 2011,Wine,Red Wine,"Canada, British Columbia",750,31.95,38,28500,121410,"1 214,10 $"
340240,Domaine Pinson Frères Montmain Chablis 1Er Cru 2012,Wine,White Wine,"France, Burgundy",750,46.95,38,28500,178410,"1 784,10 $"
406553,Frank's Redhot Caesar Sweet Chili Lime M / M,Spirits,,"USA, Michigan",355,2.7,80,28400,21600,"216,00 $"
395350,Feudi Salentini 125 Negroamaro del Salento 2012,Wine,Red Wine,"Italy, Puglia",750,14.95,37,27750,55315,"553,15 $"
186650,Los Clop Reserva Malbec 2009,Wine,Red Wine,"Argentina, Mendoza",750,17.95,37,27750,66415,"664,15 $"
308783,Emrich-Schönleber Monzinger Halenberg Riesling Trocken 2010,Wine,White Wine,"Germany, Nahe",750,45.0,37,27750,166500,"1 665,00 $"
40600,Dr. Pauly-Bergweiler Wehlener Sonnenuhr Riesling Auslese 2011,Wine,White Wine,"Germany, Mosel-Saar-Ruwer",750,39.75,37,27750,147075,"1 470,75 $"
318345,Rosewood Estates Reserve Pinot Noir 2010,Wine,Red Wine,"Canada, Ontario",750,39.95,37,27750,147815,"1 478,15 $"
378083,Wegeler Rüdesheimer Berg Schlossberg Riesling Kabinett 2012,Wine,White Wine,"Germany, Rheingau",750,25.95,37,27750,96015,"960,15 $"
390500,Louis Latour Caradeux Pernand Vergelesses 1Er Cru 2011,Wine,White Wine,"France, Burgundy",750,44.95,37,27750,166315,"1 663,15 $"
238261,Faust Cabernet Sauvignon 2011,Wine,Red Wine,"USA, California",750,59.95,37,27750,221815,"2 218,15 $"
264044,Terravin Te Ahu Sauvignon Blanc 2011,Wine,White Wine,"New Zealand, Region Not Specified",750,40.0,37,27750,148000,"1 480,00 $"
54148,E. Guigal Ex-Voto Ermitage Blanc 2007,Wine,White Wine,"France, Rhône",750,156.0,37,27750,577200,"5 772,00 $"
593996,Jackson-Triggs Niagara Estate Grand Reserve Chardonnay 2012,Wine,White Wine,"Canada, Ontario",750,19.95,37,27750,73815,"738,15 $"
333211,Mountadam Estate Chardonnay 2009,Wine,White Wine,"Australia, South Australia",750,21.95,37,27750,81215,"812,15 $"
298760,Château Bélair-Monange 2011,Wine,Red Wine,"France, Bordeaux",750,149.85,37,27750,554445,"5 544,45 $"
566653,Château Léoville-Las Cases 2006,Wine,Red Wine,"France, Bordeaux",750,199.75,37,27750,739075,"7 390,75 $"
256362,Château Raymond-Lafon 2010,Wine,White Wine,"France, Bordeaux",375,31.85,74,27750,235690,"2 356,90 $"
70086,Offley Late Bottled Vintage Port 2009,Wine,Fortified Wines,"Portugal, Douro",750,19.95,37,27750,73815,"738,15 $"
352153,Ferrari Brut,Wine,Sparkling Wine,"Italy, Alto Adige/Trentino",750,25.95,37,27750,96015,"960,15 $"
392803,Le Cadeau Rocheux Pinot Noir 2011,Wine,Red Wine,"USA, Oregon",750,65.0,37,27750,240500,"2 405,00 $"
399246,Rustenberg Shiraz 2011,Wine,Red Wine,"South Africa, Stellenbosch",750,19.95,37,27750,73815,"738,15 $"
397703,Innis & Gunn Rare Oak Pale Ale,Beer,Ale,"United Kingdom, Scotland",330,3.45,84,27720,28980,"289,80 $"
380543,Mill Street Spring Sampler,Beer,Gift and Sampler Packs,"Canada, Ontario",2130,13.45,13,27690,17485,"174,85 $"
393033,Domaine Bouletin Vin Doux Naturel Muscat de Beaumes de Venise 2012,Wine,Fortified Wines,"France, Rhône",375,15.95,73,27375,116435,"1 164,35 $"
296319,Château La Tour Blanche 2011,Wine,Dessert Wine,"France, Bordeaux",375,49.85,73,27375,363905,"3 639,05 $"
82222,Marechal Vouvray 2013,Wine,White Wine,"France, Loire",750,17.95,36,27000,64620,"646,20 $"
384701,"Torres Celeste Crianza 2 Bottles, 2 Riedel Wine Glasses Gift Pack 2009",Wine,Gift and Sampler Packs,"Spain, Penedès",1500,89.95,18,27000,161910,"1 619,10 $"
391193,Wolf Blass Black Label Cabernet / Shiraz / Malbec 2009,Wine,Red Wine,"Australia, South Australia",750,100.0,36,27000,360000,"3 600,00 $"
295964,Badia a Coltibuono Chianti Classico 2010,Wine,Red Wine,"Italy, Tuscany",750,23.95,36,27000,86220,"862,20 $"
308999,Big House Red 2006,Wine,Red Wine,"USA, California",750,18.95,36,27000,68220,"682,20 $"
205021,Megalomaniac Frank Cabernet Franc 2011,Wine,Red Wine,"Canada, Ontario",750,20.25,36,27000,72900,"729,00 $"
222315,Muskoka Winter Beard Double Chocolate Cranberry Stout,Beer,Ale,"Canada, Ontario",750,13.95,36,27000,50220,"502,20 $"
12203,Château Dereszla 5 Puttonyos Tokaji Aszú 2008,Wine,White Wine,"Hungary, Tokaj-Hegyalja",500,42.95,54,27000,231930,"2 319,30 $"
396960,Nicolás Catena Zapata Cabernet Sauvignon 2010,Wine,Red Wine,"Argentina, Mendoza",750,110.0,36,27000,396000,"3 960,00 $"
746479,Cristina Ascheri Moscato D'Asti 2013,Wine,White Wine,"Italy, Piedmont",750,17.95,36,27000,64620,"646,20 $"
349373,Justino's 10 Years Old Malvasia Madeira,Wine,Fortified Wines,"Portugal, Madeira",750,32.75,36,27000,117900,"1 179,00 $"
661819,Doña Paula Estate Malbec 2011,Wine,Red Wine,"Argentina, Mendoza",750,17.95,36,27000,64620,"646,20 $"
366963,The Balvenie 15 Years Old Single Barrel Speyside Single Malt,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,181.95,36,27000,655020,"6 550,20 $"
403469,Nipozzano Vecchie Viti Riserva Chianti Rúfina 2011,Wine,Red Wine,"Italy, Tuscany",1500,64.95,18,27000,116910,"1 169,10 $"
361196,Suprema Grappa Refosco,Spirits,,"Italy, Friuli-Venezia Giulia",750,56.45,36,27000,203220,"2 032,20 $"
277590,Angels Gate Sauvignon Blanc 2013,Wine,White Wine,"Canada, Ontario",750,13.95,36,27000,50220,"502,20 $"
381038,Domaine Des Amouriers Signature Vacqueyras 2011,Wine,Red Wine,"France, Rhône",750,24.95,36,27000,89820,"898,20 $"
564666,Château L'Évangile 2006,Wine,Red Wine,"France, Bordeaux",750,169.75,36,27000,611100,"6 111,00 $"
82461,Pierre-Luc Bouchaud Muscadet Sèvre Et Maine 2007,Wine,White Wine,"France, Loire",750,14.95,36,27000,53820,"538,20 $"
224071,Royal Canadian Small Batch Whisky,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",750,39.25,36,27000,141300,"1 413,00 $"
379875,Ferrocinto Magliocco Rosso 2012,Wine,Red Wine,"Italy, Calabria",750,18.95,36,27000,68220,"682,20 $"
366187,Red Rooster Reserve Meritage 2011,Wine,Red Wine,"Canada, British Columbia",750,21.25,36,27000,76500,"765,00 $"
99382,Château D'Yquem 2007,Wine,White Wine,"France, Bordeaux",750,895.0,36,27000,3222000,"32 220,00 $"
109512,Cusumano Noà 2011,Wine,Red Wine,"Italy, Sicily",750,22.95,36,27000,82620,"826,20 $"
385799,Columbia Winery Composition Red Blend,Wine,Red Wine,"USA, Washington",744,14.75,36,26784,53100,"531,00 $"
67710,Great Lakes Pumpkin Ale,Beer,Ale,"Canada, Ontario",650,4.95,41,26650,20295,"202,95 $"
232645,Okanagan Spring Pale Ale,Beer,Ale,"Canada, British Columbia",2046,12.5,13,26598,16250,"162,50 $"
78055,Château Des Charmes Brut Rosé 2011,Wine,Sparkling Wine,"Canada, Ontario",750,23.75,35,26250,83125,"831,25 $"
359646,Mony Vineyard Colombard Kp 2012,Wine,White Wine,Israel,750,14.75,35,26250,51625,"516,25 $"
376764,Bien Nacido Vineyards Chardonnay 2011,Wine,White Wine,"USA, California",750,63.0,35,26250,220500,"2 205,00 $"
369470,In Situ Reserva Sauvignon Blanc 2013,Wine,White Wine,"Chile, Aconcagua Valley",750,15.95,35,26250,55825,"558,25 $"
195891,Château Raymond-Lafon 2009,Wine,White Wine,"France, Bordeaux",750,66.84,35,26250,233940,"2 339,40 $"
390948,Trivento Eolo Malbec 2010,Wine,Red Wine,"Argentina, Mendoza",750,60.0,35,26250,210000,"2 100,00 $"
275958,Southbrook Triomphe Cabernet Franc 2012,Wine,Red Wine,"Canada, Ontario",750,21.95,35,26250,76825,"768,25 $"
397521,Gundlach Bundschu Mountain Cuvée 2012,Wine,Red Wine,"USA, California",750,30.0,35,26250,105000,"1 050,00 $"
259994,Les Pagodes de Cos 2010,Wine,Red Wine,"France, Bordeaux",750,99.85,35,26250,349475,"3 494,75 $"
198754,Huff Estates Cuvée Peter F. Huff 2007,Wine,Sparkling Wine,"Canada, Ontario",750,29.75,35,26250,104125,"1 041,25 $"
400374,Redtail Pinot Noir 2012,Wine,Red Wine,"Canada, Ontario",750,28.95,35,26250,101325,"1 013,25 $"
98392,Yalumba Patchwork Shiraz 2011,Wine,Red Wine,"Australia, South Australia",750,23.95,35,26250,83825,"838,25 $"
366823,Barahonda Sin Madera Monastrell 2011,Wine,Red Wine,"Spain, Yecla",750,15.95,35,26250,55825,"558,25 $"
363218,Doolhof Lady in Red Estate Reserve 2008,Wine,Red Wine,"South Africa, Region Not Specified",750,14.75,35,26250,51625,"516,25 $"
191197,Château D'Escurac 2009,Wine,Red Wine,"France, Bordeaux",750,24.85,35,26250,86975,"869,75 $"
311555,Decoy Chardonnay 2013,Wine,White Wine,"USA, California",750,24.95,35,26250,87325,"873,25 $"
589556,Bodega Norton Cabernet Sauvignon,Wine,Red Wine,"Argentina, Region Not Specified",750,11.0,35,26250,38500,"385,00 $"
594010,Jackson-Triggs Proprietors' Reserve Vidal Icewine,Wine,Icewine,"Canada, Ontario",375,39.95,70,26250,279650,"2 796,50 $"
362707,Renaissance Age of Raisin Belgiumstyle Dubbel,Beer,Ale,"New Zealand, Region Not Specified",500,7.0,52,26000,36400,"364,00 $"
601021,Inniskillin Vidal Icewine 2012 & Riesling Icewine 2012,Wine,Gift and Sampler Packs,"Canada, Ontario",400,64.95,65,26000,422175,"4 221,75 $"
218172,Lakeport Honey Lager,Beer,Lager,"Canada, Ontario",5115,23.5,5,25575,11750,"117,50 $"
973214,Di Majo Norante Ramitello 2011,Wine,Red Wine,"Italy, Molise",750,17.95,34,25500,61030,"610,30 $"
371609,Quinta Do Portal Vintage Port 1999,Wine,Fortified Wines,"Portugal, Douro",750,63.0,34,25500,214200,"2 142,00 $"
369728,Williams & Humbert Collection Dry Palomino Fino Sherry,Wine,Fortified Wines,"Spain, Jerez",750,17.95,34,25500,61030,"610,30 $"
117556,Southbrook Triomphe Sauvignon Blanc 2013,Wine,White Wine,"Canada, Ontario",750,17.75,34,25500,60350,"603,50 $"
378869,Barahonda Barrica Monastrell / Syrah 2011,Wine,Red Wine,"Spain, Yecla",750,17.95,34,25500,61030,"610,30 $"
398156,Travaglini Gattinara Riserva 2007,Wine,Red Wine,"Italy, Piedmont",750,50.0,34,25500,170000,"1 700,00 $"
405175,Freakshow Cabernet Sauvignon 2012,Wine,Red Wine,"USA, California",750,24.95,34,25500,84830,"848,30 $"
373282,Galil Mountain Viognier Kp 2013,Wine,White Wine,Israel,750,15.95,34,25500,54230,"542,30 $"
619445,Leeuwin Estate Art Series Cabernet Sauvignon 2010,Wine,Red Wine,"Australia, Western Australia",750,59.0,34,25500,200600,"2 006,00 $"
60244,Santa Alicia Gran Reserva de Los Andes Cabernet Sauvignon 2011,Wine,Red Wine,"Chile, Maipo Valley",750,15.95,34,25500,54230,"542,30 $"
384206,Dominique Cornin Les Chevrières Pouilly-Fuissé 2011,Wine,White Wine,"France, Burgundy",750,43.95,34,25500,149430,"1 494,30 $"
238485,Poole's Rock Chardonnay 2008,Wine,White Wine,"Australia, New South Wales",750,28.0,34,25500,95200,"952,00 $"
641308,Louis Jadot Beaune 1Er Cru 2011,Wine,Red Wine,"France, Burgundy",750,44.95,34,25500,152830,"1 528,30 $"
139287,Jameson Gold Reserve Irish Whiskey,Spirits,Whisky/Whiskey,Ireland,750,99.85,34,25500,339490,"3 394,90 $"
408013,14 Kerner Nouveau - the Hanging Man,Wine,,"Canada, Ontario",750,11.95,34,25500,40630,"406,30 $"
393199,Piazzano Chianti 2012,Wine,Red Wine,"Italy, Tuscany",750,14.95,34,25500,50830,"508,30 $"
68882,Black Prince Chardonnay 2009,Wine,White Wine,"Canada, Ontario",750,14.95,34,25500,50830,"508,30 $"
156539,Othello 2009,Wine,Red Wine,"USA, California",750,42.95,34,25500,146030,"1 460,30 $"
